2,2,2,3,3,3,3,3
2,1,1,2,0,0,2,1.693
2,1,1,2,0,0,2,1.6957
2,1,1,0,0,0,2,1.6913
2,1,1,0,0,0,2,1.6905
2,2,1,0,0,2,2,1.6873
2,2,1,0,0,0,2,1.6935
2,2,1,0,0,0,2,1.6935
2,2,1,0,0,0,2,1.6935
2,2,1,0,0,0,2,1.691
2,2,1,0,1,2,2,1.6769
2,2,1,0,1,2,2,1.674
2,2,1,0,1,2,2,1.6722
2,2,1,0,0,0,2,1.6885
2,2,1,0,0,0,2,1.6885
2,2,1,0,0,0,2,1.6885
2,2,1,0,0,0,2,1.686
2,2,1,0,0,0,2,1.6812
2,2,1,0,0,0,2,1.6831
2,2,1,0,1,2,2,1.666
2,2,1,0,1,2,2,1.6569
2,2,1,0,1,2,2,1.6569
2,2,1,1,1,2,2,1.6569
2,2,1,1,1,2,2,1.6492
2,2,1,1,1,0,1,1.6521
2,2,1,1,1,2,1,1.6481
2,2,1,0,0,0,0,1.6599
2,2,1,0,0,0,0,1.651
2,2,1,0,0,0,0,1.651
2,2,1,0,0,0,0,1.651
2,2,1,0,1,2,0,1.6336
2,2,1,0,1,0,1,1.635
2,2,1,0,0,0,1,1.6502
1,1,1,0,2,0,1,1.665
1,1,1,0,2,1,1,1.6695
1,1,1,0,2,1,1,1.6695
1,1,1,0,2,1,1,1.6695
1,1,1,0,0,0,1,1.6604
1,1,1,0,0,0,1,1.6677
1,1,1,0,0,0,1,1.6685
1,1,1,0,0,0,1,1.6685
1,1,1,0,2,1,1,1.6783
1,1,1,0,2,1,1,1.6783
1,1,1,0,0,1,1,1.6783
1,1,1,0,0,0,2,1.6702
1,2,1,0,0,0,2,1.6564
2,2,1,0,1,0,2,1.6517
2,2,1,0,1,2,2,1.6517
2,2,1,0,1,2,2,1.6445
2,2,1,0,1,2,2,1.6445
2,2,1,0,1,2,2,1.6445
2,2,1,0,1,2,2,1.6321
2,2,1,0,1,2,0,1.6225
2,2,1,1,1,0,1,1.6256
2,2,1,1,1,2,1,1.6146
