2,2,2,3,3,3,3,3
2,2,2,0,0,0,2,1.4834
2,2,2,0,0,0,2,1.4952
2,2,2,0,0,0,2,1.4847
2,2,2,1,1,2,2,1.459
2,2,2,1,1,2,2,1.4529
2,2,2,1,1,2,2,1.4529
2,2,2,1,1,2,2,1.4478
2,2,2,1,1,2,2,1.4464
2,2,2,1,1,2,2,1.4257
2,2,2,1,0,0,2,1.4423
2,2,2,1,0,0,2,1.4394
2,2,2,1,0,0,2,1.4465
2,2,2,1,0,0,2,1.4465
2,2,2,1,0,0,2,1.4443
2,2,2,1,0,0,2,1.4385
1,2,2,1,0,0,2,1.439
1,2,2,0,0,0,2,1.4392
1,1,2,0,2,0,2,1.4565
1,2,2,0,0,0,2,1.4462
1,1,2,0,0,0,2,1.4462
1,1,2,0,0,0,2,1.4463
1,1,2,0,0,0,2,1.4506
1,1,2,0,2,1,2,1.4671
1,1,2,0,2,0,2,1.4671
1,1,2,0,2,0,2,1.4642
1,1,2,0,0,0,2,1.4449
1,1,2,0,0,0,2,1.4449
1,1,2,0,0,0,2,1.4423
1,2,2,0,0,0,2,1.4474
1,2,2,0,0,0,2,1.4445
1,1,2,0,0,0,2,1.4547
1,1,2,0,2,1,2,1.4725
1,1,2,0,0,0,2,1.4549
1,2,2,0,0,0,2,1.4549
1,2,2,0,0,0,2,1.4612
1,1,2,0,2,1,2,1.4733
1,1,2,0,2,1,2,1.4799
1,1,2,0,0,0,2,1.4709
1,1,2,0,2,1,2,1.4808
1,1,2,0,2,1,2,1.482
1,1,2,0,0,1,2,1.482
1,1,2,0,0,1,2,1.4837
1,1,2,0,0,0,2,1.4761
1,1,2,0,0,0,2,1.4808
1,1,2,0,2,1,2,1.4966
1,1,2,0,2,0,2,1.4931
1,1,2,2,2,1,2,1.506
1,1,2,2,2,1,2,1.506
1,1,2,2,2,0,2,1.5043
1,1,2,2,2,1,2,1.5105
1,1,2,0,0,0,2,1.5053
1,1,2,0,0,0,2,1.4956
1,1,2,2,2,1,2,1.5163
1,1,2,2,2,1,2,1.5197
1,1,2,2,2,1,2,1.5197
1,1,2,0,0,0,2,1.5186
1,1,2,0,0,0,2,1.5101
1,1,2,0,0,0,2,1.5155
1,1,2,0,0,0,2,1.5182
2,1,2,0,0,0,2,1.5146
2,2,2,0,0,0,2,1.5062
2,1,2,0,0,0,2,1.5062
2,1,2,0,0,0,2,1.5072
2,2,2,0,0,0,2,1.503
2,2,2,0,0,0,2,1.5196
2,1,2,0,2,1,2,1.5259
1,1,2,0,2,1,2,1.5422
1,1,2,0,2,0,2,1.5296
1,1,2,0,0,0,2,1.5296
1,1,2,0,0,0,2,1.5292
2,1,2,0,0,0,2,1.5218
2,1,2,0,0,0,2,1.5289
2,1,2,0,0,0,2,1.5185
2,1,2,0,0,0,2,1.5284
2,1,2,0,2,0,2,1.5416
1,1,2,0,2,0,2,1.5416
1,1,1,0,2,1,2,1.5444
1,1,1,0,2,1,2,1.5478
1,1,1,0,2,1,2,1.5582
1,1,1,0,2,1,2,1.5602
1,1,1,2,2,0,2,1.5601
1,1,1,2,2,1,2,1.5681
1,1,1,2,2,1,2,1.5681
1,1,1,2,2,1,2,1.5709
1,1,1,2,2,1,2,1.5887
1,1,1,2,2,1,2,1.5939
1,1,1,0,2,0,2,1.5884
1,1,1,2,0,0,2,1.5876
1,1,1,2,2,0,2,1.5939
1,1,1,2,0,0,2,1.5939
1,1,1,2,0,1,2,1.5962
1,1,1,2,0,0,2,1.5883
2,1,1,2,0,0,2,1.5814
2,2,1,0,0,0,2,1.5636
2,2,1,0,1,2,2,1.5593
2,2,1,0,1,2,2,1.5589
2,2,1,0,1,2,2,1.5589
2,2,1,0,0,2,2,1.5584
2,2,1,0,0,0,2,1.5648
2,2,1,0,0,2,2,1.5571
2,2,1,0,0,2,2,1.5555
2,2,1,0,0,0,1,1.5575
2,2,1,0,0,2,1,1.5529
2,2,1,0,0,2,1,1.5529
2,2,1,1,0,0,1,1.5552
2,2,1,1,1,2,1,1.5492
2,2,1,1,1,2,1,1.5405
2,2,1,1,1,0,1,1.5475
2,2,1,1,0,0,1,1.552
2,2,1,1,0,0,1,1.5525
2,2,1,1,0,0,1,1.5525
2,2,1,1,0,0,1,1.5539
2,2,1,1,0,0,1,1.5473
2,2,1,0,1,2,1,1.5341
2,2,1,0,0,0,1,1.5443
2,2,1,0,1,0,1,1.5391
2,2,1,0,0,0,1,1.5448
2,1,1,0,0,0,1,1.5448
2,2,1,0,0,0,1,1.5451
2,2,1,0,1,0,1,1.5361
2,2,1,0,1,0,1,1.5351
2,2,1,0,0,0,1,1.5472
2,2,1,0,0,0,1,1.5413
2,2,1,0,1,0,1,1.5347
2,1,1,0,0,0,1,1.5347
2,2,1,0,0,0,1,1.5395
2,2,1,0,0,0,1,1.5381
1,1,1,0,2,1,1,1.5538
1,1,1,0,2,1,1,1.5635
1,1,1,0,2,0,1,1.5603
1,1,1,0,2,0,1,1.5628
1,1,1,0,2,0,1,1.5628
1,1,1,0,2,1,1,1.5641
1,1,1,0,0,0,1,1.5549
1,1,1,0,0,0,1,1.563
1,1,1,0,0,0,1,1.5641
1,1,1,0,0,1,1,1.566
1,1,1,0,2,1,1,1.582
1,1,1,0,2,1,1,1.582
1,1,1,2,2,1,1,1.5826
1,1,1,2,2,0,2,1.5809
1,1,1,0,0,0,2,1.5807
1,1,1,2,0,0,2,1.5803
1,1,1,2,0,0,2,1.5731
1,1,1,2,0,0,2,1.5816
1,1,1,2,0,0,2,1.5816
1,1,1,2,0,0,2,1.5819
1,1,1,0,0,0,2,1.5807
1,1,1,0,2,1,2,1.5911
1,1,1,0,0,0,2,1.5864
1,1,1,0,2,0,2,1.5878
1,1,1,2,2,1,2,1.5962
1,1,1,0,2,1,2,1.5962
1,1,1,2,2,0,2,1.5957
1,1,1,0,0,0,2,1.5875
2,2,1,0,0,0,2,1.5801
2,1,1,0,0,0,2,1.5931
2,1,1,0,2,1,2,1.5985
2,1,1,0,2,1,2,1.5989
1,1,1,0,0,1,2,1.5989
1,1,1,0,0,1,2,1.5993
2,1,1,0,0,0,2,1.5904
2,2,1,0,1,2,2,1.5655
2,2,1,0,0,0,2,1.5848
2,2,1,0,1,0,2,1.5716
2,2,1,0,1,0,2,1.5682
2,2,1,0,1,0,2,1.5682
2,2,1,0,0,0,2,1.5683
2,2,1,0,0,0,1,1.5708
2,2,1,0,0,0,1,1.5841
2,2,1,0,0,0,1,1.5789
2,2,1,0,0,0,1,1.5961
1,1,1,0,2,1,1,1.6036
1,1,1,0,2,1,1,1.6036
1,1,1,0,2,1,1,1.6046
1,1,1,0,2,1,1,1.6057
1,1,1,0,0,0,2,1.6029
1,1,1,0,2,1,2,1.6106
1,1,1,0,2,1,2,1.6274
1,1,1,0,0,0,2,1.6179
1,1,1,0,0,0,2,1.6179
1,1,1,0,0,0,2,1.6204
1,1,1,0,0,0,2,1.6113
1,2,1,0,0,0,2,1.5998
1,1,1,0,0,0,2,1.6119
2,1,1,0,0,0,2,1.6101
2,1,1,0,0,0,2,1.6094
2,1,1,0,0,0,2,1.6094
2,1,1,0,0,0,2,1.6127
2,2,1,0,0,0,2,1.6039
2,2,1,0,1,2,2,1.5886
2,2,1,0,1,0,2,1.5917
2,2,1,0,0,0,2,1.6049
2,2,1,0,0,0,2,1.5983
2,2,1,0,0,0,2,1.5983
2,2,1,0,0,0,2,1.6
2,2,1,0,0,0,2,1.5941
2,2,1,0,1,2,2,1.5799
2,2,1,1,1,2,2,1.5788
2,2,1,0,1,2,2,1.5757
2,2,1,1,1,2,2,1.5586
2,2,1,1,1,2,2,1.5586
2,2,1,1,1,0,2,1.5588
2,2,1,1,1,2,1,1.5547
2,2,1,1,0,0,1,1.5572
2,2,1,1,0,0,1,1.5611
2,2,1,1,0,0,1,1.5588
2,2,1,0,0,0,1,1.5773
1,2,1,0,0,0,1,1.5773
1,2,1,0,0,0,1,1.5766
1,2,1,0,0,0,1,1.5709
1,1,1,0,0,0,1,1.5754
1,1,1,0,0,1,1,1.5793
1,1,1,0,0,0,1,1.5772
1,1,1,0,0,1,1,1.5797
1,1,1,0,0,1,1,1.5797
1,1,1,0,0,0,1,1.5792
1,1,1,0,2,1,1,1.5859
1,2,1,0,0,0,1,1.5762
1,2,1,0,1,2,1,1.5558
2,2,1,0,1,0,1,1.5629
2,2,1,0,1,2,1,1.5529
2,2,1,0,1,2,1,1.5529
2,2,1,0,1,2,1,1.5511
2,2,1,0,1,2,1,1.5503
2,2,1,0,1,2,1,1.5463
2,2,1,0,1,2,1,1.5405
2,2,1,0,0,0,1,1.5442
2,2,1,0,0,0,1,1.5434
2,2,1,0,0,0,1,1.5434
2,2,1,0,0,0,1,1.5407
2,2,1,0,0,0,1,1.5445
2,2,2,1,1,2,1,1.5353
2,2,2,0,0,0,1,1.5501
1,2,2,0,0,0,1,1.5434
1,1,2,0,2,1,1,1.5608
1,1,2,0,2,1,1,1.5608
1,1,2,0,2,0,1,1.557
1,1,2,0,0,0,1,1.5485
1,1,2,0,2,0,1,1.5596
1,1,2,0,0,0,1,1.5508
1,1,2,0,0,0,1,1.5448
1,1,2,0,0,0,1,1.5543
